id,id_str,text,created_at,retweeted,retweet_count,source,user_id,user_id_str,user_mentions,hashtags,hashtags_count,user_mentions_count,language,Sentiment
2.48E+17,2.48E+17,RT @chavelyyx: I mean .. It feels good knowing theres no school tomorrow or tuesday _™…,Mon Sep 17 01:11:07 +0000 2012,f,2,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",556305485,556305485,chavelyyx,,0,1,en,1
2.48E+17,2.48E+17,RT @LeandraFera: @BeffaxD @brunapierotti @paula_diaas  q q tem nozes??,Mon Sep 17 23:09:43 +0000 2012,f,1,web,76180927,76180927,"LeandraFera,BeffaxD,brunapierotti,paula_diaas",,0,4,it,
2.48E+17,2.48E+17,"http://t.co/2Imu3PQx
Once through. Forget. Repeat.
A song I made on garage band for the iPhone, please listen and comment.",Mon Sep 17 23:42:45 +0000 2012,f,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",760012052,760012052,,,0,0,en,0
2.48E+17,2.48E+17,RT @FamousAthlete: Everything I'm not makes me everything I am.,Tue Sep 18 00:59:50 +0000 2012,f,323,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",822432223,822432223,FamousAthlete,,0,1,en,0
2.48E+17,2.48E+17,Im no quitter but im tired if fightin',Tue Sep 18 04:57:48 +0000 2012,f,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",381893927,381893927,,,0,0,en,-1
2.48E+17,2.48E+17,Begadang nunggu Madridd...hoaammmm,Tue Sep 18 16:22:56 +0000 2012,f,0,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",61126613,61126613,,,0,0,id,
2.48E+17,2.48E+17,"Now Hiring: Field Service Tech(Pumps) in Dayton, OH http://t.co/lWsrFKXN",Tue Sep 18 17:31:23 +0000 2012,f,0,"<a href=""http://www.bullhornreach.com/"" rel=""nofollow"">Bullhorn Reach</a>",598446543,598446543,,,0,0,en,0
2.48E+17,2.48E+17,What a beautiful latte. #moorecoffee http://t.co/Ko9w9x79 http://t.co/mKTLYRmc,Tue Sep 18 21:12:48 +0000 2012,f,0,"<a href=""http://instagr.am"" rel=""nofollow"">Instagram</a>",488759049,488759049,,moorecoffee,1,0,en,1
2.48E+17,2.48E+17,¿¢¿å¿_ ¿¢ªÛ¿_ª_ªæ¿éª_ ¿_ªÜ¿Œ¿Àª_ªÄ :'''''') Š…_,Tue Sep 18 23:29:07 +0000 2012,f,0,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerryÎÂ</a>",810594158,810594158,,,0,0,ar,
2.48E+17,2.48E+17,#PeopleImGladIMet : @vBreezySwagg931 she my lil sis and i love her nd dont fuck wit ha or u will get fuckd up,Wed Sep 19 00:47:07 +0000 2012,f,1,web,792035053,792035053,,PeopleImGladIMet,1,0,en,-1
2.48E+17,2.48E+17,RT @byronne: Thurston Howell Romney - Tone deaf and ridiculously ill-informed. http://t.co/CoyPnpZg,Wed Sep 19 01:54:21 +0000 2012,f,1,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",15584154,15584154,byronne,,0,1,en,-1
2.48E+17,2.48E+17,Saving the world - One marketer at a time! http://t.co/wCAzZvfh #BrandMarketing #BrucePhilps #Marketing,Wed Sep 19 14:22:07 +0000 2012,f,0,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>",389034272,389034272,,"BrandMarketing,BrucePhilps,Marketing",3,0,en,0
2.48E+17,2.48E+17,"@AmyRodriguez8 is surrounded by animals..She was a #TrojanHorse, She is a #Rabbit, and she gets subbed in for #BabyHorse @AlexMorgan13",Wed Sep 19 17:16:06 +0000 2012,f,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",339008654,339008654,"AmyRodriguez8,alexmorgan13","TrojanHorse,Rabbit,BabyHorse",3,2,en,0
2.48E+17,2.48E+17,RT @BedBathBeyond: Coffee Lover? Follow us &amp; RT for an entry to win a $50 gift card! #BedBathAndBeyond4Coffee http://t.co/wA0qv6iZ R ...,Wed Sep 19 19:08:50 +0000 2012,f,310,web,46709270,46709270,BedBathBeyond,BedBathAndBeyond4Coffee,1,1,en,0
2.49E+17,2.49E+17,"In Indonesia it's 240,000 which equals $26.67 for a bow hunting magazine! That's nuts! @Realtree @whitetailfreaks http://t.co/kB16tJB6",Wed Sep 19 19:20:46 +0000 2012,f,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",455901482,455901482,"Realtree,whitetailfreaks",,0,2,en,-1
2.49E+17,2.49E+17,6 autographed decks and Dew Tour passes up for auction: https://t.co/VG0ySr85 #skateboarding @skateboarding,Wed Sep 19 21:29:25 +0000 2012,f,0,web,43821178,43821178,skateboarding,skateboarding,1,1,en,0
2.49E+17,2.49E+17,@AmayaTran1 _™…_™…,Wed Sep 19 22:38:25 +0000 2012,f,0,"<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>",248953501,248953501,AmayaTran1,,0,1,jv,
2.49E+17,2.49E+17,I liked a @YouTube video http://t.co/58o4emDV Bruno Mars' Whatta Man,Wed Sep 19 22:59:54 +0000 2012,f,0,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>",128939037,128939037,YouTube,,0,1,en,1
2.49E+17,2.49E+17,I love Dropbox because I love having my files where ever &amp; whenever I need them!! http://t.co/HTh2c4bx,Thu Sep 20 02:49:27 +0000 2012,f,0,"<a href=""http://www.dropbox.com"" rel=""nofollow"">DropboxÎ¾</a>",21199672,21199672,,,0,0,en,1
2.49E+17,2.49E+17,RT @UTVStars: #Bollywood @BeingSalmanKhan becomes the highest taxpayer in Bollywood http://t.co/F9PN0aFX,Thu Sep 20 07:08:54 +0000 2012,f,3,web,86254414,86254414,"UTVStars,BeingSalmanKhan",Bollywood,1,2,en,0
2.49E+17,2.49E+17,asmara kurang apa ku padamu .............,Thu Sep 20 08:46:31 +0000 2012,f,0,web,410541100,410541100,,,0,0,ms,
2.49E+17,2.49E+17,Twitter / Twitter buttons https://t.co/ivxGdkPE via @Silverliningie,Thu Sep 20 11:08:01 +0000 2012,f,0,"<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>",270379286,270379286,Silverliningie,,0,1,fy,
2.49E+17,2.49E+17,NEW SEAN ROYALTY - ROLL WITH ME FT CEE BENJAMIN &amp; TELOPATH http://t.co/3X5TZSF5 http://t.co/HmTBJ5Gv,Thu Sep 20 14:04:02 +0000 2012,f,0,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",98967480,98967480,,,0,0,en,0
2.49E+17,2.49E+17,Bored  in algebra dont know what the hell im doing just updated the ios 6 ipod touch its better then the old,Thu Sep 20 15:21:36 +0000 2012,f,0,"<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>",263473947,263473947,,,0,0,en,-1
2.49E+17,2.49E+17,"RT @CJedlicka: Sober as fuck, gay date to steak n shake with Sean. Don't hate, we called no homo..",Fri Sep 21 03:12:59 +0000 2012,f,1,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",810185942,810185942,CJedlicka,,0,1,en,0
2.49E+17,2.49E+17,†Ä¾†Ä¾†Ä¾SUPER7†Ä¾†Ä¾ï‘ñ«ÜñÈ— †Ä¾†Ä¾,Fri Sep 21 12:29:18 +0000 2012,f,0,"<a href=""http://twtkr.com"" rel=""nofollow"">twtkr for iPhone</a>",163301966,163301966,,,0,0,ca,
2.49E+17,2.49E+17,http://t.co/Q0YYqMnL,Fri Sep 21 13:10:16 +0000 2012,f,0,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",42552420,42552420,,,0,0,pms,
2.49E+17,2.49E+17,@sayhellomylove šÙâšÙ_š__šÙ_ :),Fri Sep 21 13:17:12 +0000 2012,f,0,web,438329054,438329054,sayhellomylove,,0,1,nn,
2.49E+17,2.49E+17,img.ly photo sharing service for twitter http://t.co/L14U9sPe via @MUCHOPECHO,Fri Sep 21 16:24:13 +0000 2012,f,0,"<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>",476859810,476859810,MUCHOPECHO,,0,1,en,0
2.49E+17,2.49E+17,Air http://t.co/0IjL9134,Fri Sep 21 19:39:07 +0000 2012,f,0,"<a href=""http://pinterest.com"" rel=""nofollow"">Pinterest</a>",33265939,33265939,,,0,0,pms,
2.49E+17,2.49E+17,"RT @FunnyJokeBook: Phone: ""Low battery, connect charger!"" Me: ""Bitch, you're a smart phone, connect yourself.""",Sat Sep 22 07:42:51 +0000 2012,f,701,"<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>",521282768,521282768,FunnyJokeBook,,0,1,en,0
2.49E+17,2.49E+17,Online News Philippines - Public school teachers lead Š—…10 Happiest PinoysŠ—È http://t.co/9PFGDUbP,Sat Sep 22 12:11:18 +0000 2012,f,0,"<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>",197750843,197750843,,,0,0,en,0
2.50E+17,2.50E+17,"""es una canci’_n del sistema, para el sistema, y que mas da"" El Sistema",Sat Sep 22 21:14:20 +0000 2012,f,3,"<a href=""http://seesmic.com/"" rel=""nofollow"">Seesmic</a>",240533843,240533843,,,0,0,es,
2.50E+17,2.50E+17,#SpaceEffect http://t.co/HJUBNEsz http://t.co/wmiZp8dh,Sat Sep 22 21:16:03 +0000 2012,f,0,"<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>",629611309,629611309,,SpaceEffect,1,0,eo,
2.50E+17,2.50E+17,@vemyanna @Tiara_Rachmi hehehehe .ngopo gowo jenengku barang :),Sun Sep 23 01:33:44 +0000 2012,f,0,web,739959320,739959320,"vemyanna,Tiara_Rachmi",,0,2,jv,
2.50E+17,2.50E+17,"Damn Made $190 in 2 hrs. Got this today http://t.co/AjAs1u5X and made 800 today Go here and spend $10, worth it: http://t.co/G1GtZYru",Sun Sep 23 06:30:28 +0000 2012,f,0,"<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>",826793052,826793052,,,0,0,en,0
2.50E+17,2.50E+17,Make your own invitations!: I finally finished one of our invitations. And I'm so excited to get our venue down ... http://t.co/AkKvCPN9,Sun Sep 23 14:39:36 +0000 2012,f,0,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",746361176,746361176,,,0,0,en,1
2.50E+17,2.50E+17,Can't wait to go shoot some skeet! #,Sun Sep 23 16:09:24 +0000 2012,f,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",321136509,321136509,,,0,0,en,1
2.50E+17,2.50E+17,All HH Fans better follow @ColbymPaul! He plays Jeremy! Go go go!,Sun Sep 23 19:12:35 +0000 2012,f,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",711919502,711919502,ColbymPaul,,0,1,en,1
2.50E+17,2.50E+17,Happy Birthday to Me!!!,Mon Sep 24 11:57:43 +0000 2012,f,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",627777994,627777994,,,0,0,en,1
2.50E+17,2.50E+17,@KeatonStromberg I love you. kbye.,Mon Sep 24 13:59:07 +0000 2012,f,0,web,833242242,833242242,KeatonStromberg,,0,1,en,1
2.50E+17,2.50E+17,kumemang punya klik :),Mon Sep 24 15:24:50 +0000 2012,f,0,web,389832564,389832564,,,0,0,ms,
2.50E+17,2.50E+17,Niggas calln da police on ppl,Tue Sep 25 01:33:00 +0000 2012,f,0,"<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>",482627220,482627220,,,0,0,en,0
2.50E+17,2.50E+17,"RT @WWEUniverse: RT if you think the team of @ReyMysterio and Sin Cara could be very dangerous for the new Tag Champions, @WWEDanielBrya ...",Tue Sep 25 02:19:35 +0000 2012,f,275,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",619461871,619461871,"WWEUniverse,reymysterio,WWEDanielBrya",,0,3,en,0
2.51E+17,2.51E+17,ñ…ŒÍ«‚ ñÛñäçÍ«“ ñ__ñ_…ïä…ïŒ‚ ñã‚ï__ http://t.co/R6TffNnS,Tue Sep 25 08:02:36 +0000 2012,f,0,"<a href=""http://www.naver.com"" rel=""nofollow"">Naver</a>",121913827,121913827,,,0,0,ko,
2.51E+17,2.51E+17,"RT @BarnettCapital: Newsletter: FED action, Earnings, and Politics  http://t.co/caqpLrAj  via The Barnett Capital Group.",Tue Sep 25 15:17:39 +0000 2012,f,1,web,499978304,499978304,BarnettCapital,,0,1,en,0
2.51E+17,2.51E+17,Ok making a new cd song ideas??,Tue Sep 25 16:51:17 +0000 2012,f,0,"<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>",775133736,775133736,,,0,0,en,0
2.51E+17,2.51E+17,Don't forget happy hour! $2 pour overs and capps from 4-6,Tue Sep 25 19:01:53 +0000 2012,f,1,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",611773761,611773761,,,0,0,en,0
2.51E+17,2.51E+17,Can't wait for 7thoct   #fight4cancer,Tue Sep 25 20:52:01 +0000 2012,f,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",22187518,22187518,,fight4cancer,1,0,en,0
2.51E+17,2.51E+17,"RT @socialPolly: #social: 3 tips for your brand's Twitter account, courtesy of yours truly http://t.co/VJDUEX3h",Tue Sep 25 22:44:31 +0000 2012,f,139,"<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>",112476615,112476615,socialPolly,social,1,1,en,0
2.51E+17,2.51E+17,http://t.co/dnUuiDem,Wed Sep 26 05:52:05 +0000 2012,f,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",481835476,481835476,,,0,0,eo,
2.51E+17,2.51E+17,Android AsyncTasks: http://t.co/eagIxeVY,Wed Sep 26 06:46:01 +0000 2012,f,0,web,60373578,60373578,,,0,0,pms,
2.51E+17,2.51E+17,"""Bi and cool with that""",Wed Sep 26 10:02:11 +0000 2012,f,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",287016648,287016648,,,0,0,en,1
2.51E+17,2.51E+17,"@77Starkers hi Sarah, we use victorian sliders at the moment, if you can be competitive,  send me some prices and ill have a look :)",Wed Sep 26 10:21:39 +0000 2012,f,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",268288151,268288151,77Starkers,,0,1,en,1
2.51E+17,2.51E+17,Bad college people walkin round with trackies tucked in to there socks! #warrington,Wed Sep 26 12:43:20 +0000 2012,f,0,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerryÎÂ</a>",318679864,318679864,,warrington,1,0,en,-1
2.51E+17,2.51E+17,"Phone games for DIY types? You never know, might just get the kids interested.... http://t.co/dQEDxwSU",Wed Sep 26 14:30:59 +0000 2012,f,0,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",229202669,229202669,,,0,0,en,0
2.51E+17,2.51E+17,THEM REFEREES ARE BACK!,Thu Sep 27 04:02:20 +0000 2012,f,0,web,456257172,456257172,,,0,0,en,0
2.51E+17,2.51E+17,"RT @MadeaSimmons_: Sometimes u just need ur space, u also need someone who understands that &amp; is willing to give u some room to breathe.",Thu Sep 27 10:50:22 +0000 2012,f,333,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",434272865,434272865,MadeaSimmons_,,0,1,en,0
2.51E+17,2.51E+17,"Looking around the room at #symfony_live resolving yet again to teach my daughter to program, got to fix this demographic",Thu Sep 27 16:21:31 +0000 2012,f,1,web,64336938,64336938,,symfony_live,1,0,en,0
2.51E+17,2.51E+17,I love youuuuuu @OhShitItsKarlaa,Thu Sep 27 16:57:54 +0000 2012,f,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",309989627,309989627,OhShitItsKarlaa,,0,1,fi,
2.51E+17,2.51E+17,Q.,Fri Sep 28 01:08:45 +0000 2012,f,0,"<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>",514014590,514014590,,,0,0,qu,
2.52E+17,2.52E+17,@jan0skiansSLUT HI !!!!!!!!!,Fri Sep 28 10:51:30 +0000 2012,f,0,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerryÎÂ</a>",349655019,349655019,jan0skiansSLUT,,0,1,fi,
2.52E+17,2.52E+17,Wrestling With Wallpaper http://t.co/WdonCPat,Fri Sep 28 15:24:23 +0000 2012,f,0,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",58320815,58320815,,,0,0,en,0
2.52E+17,2.52E+17,@letch14  where u?,Sat Sep 29 00:04:47 +0000 2012,f,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",345400920,345400920,letch14,,0,1,en,0
2.52E+17,2.52E+17,Makasih iya :D amin RT @Adith_Thyo: Happy birthday dek septaria_a May u be showered with blessings and goodness this year. Aamiin :)),Sat Sep 29 00:20:23 +0000 2012,f,0,"<a href=""http://www.writelonger.com"" rel=""nofollow"">Write Longer</a>",241043212,241043212,Adith_Thyo,,0,1,en,1
2.52E+17,2.52E+17,WE ARE PROUD TO PRESENT YOU THE NEW FENFANIX PRO WHEELS SERIES @CHRISTMAS 2012 http://t.co/xgCUulcx http://t.co/fDizhSs2,Sat Sep 29 10:36:34 +0000 2012,f,3,web,57943103,57943103,christmas,,0,1,en,1
2.52E+17,2.52E+17,"begitu meragukan
aku hanya ingin melihat kesungguhanmu yang tak terlihat sedikitpun.",Sat Sep 29 14:28:34 +0000 2012,f,0,web,532057749,532057749,,,0,0,id,
2.52E+17,2.52E+17,"Hey @codysimpson, #WishUWereHere #CodytoQuebec http://t.co/sGb9gjhA #ParadiseTour xwq45",Sat Sep 29 17:11:53 +0000 2012,f,0,web,571793938,571793938,CodySimpson,"WishUWereHere,CodytoQuebec,ParadiseTour",3,1,en,0
2.52E+17,2.52E+17,"RT @Take_This_Dick: LICK Her Up , DICK Her Down ! Girls LOVE That Shit ! ;)",Sat Sep 29 18:01:21 +0000 2012,f,2832,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",846213169,846213169,Take_This_Dick,,0,1,en,1
2.52E+17,2.52E+17,"B’…MLO-nytt, lokalavis for B’Ùmlo - Sklei p’Ç grusen http://t.co/FnluzxuB",Sat Sep 29 21:36:56 +0000 2012,f,0,"<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>",113106944,113106944,,,0,0,nn,
2.52E+17,2.52E+17,Dia comel ! Dia comel ! Dia comel !,Sun Sep 30 17:50:10 +0000 2012,f,1,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",295133960,295133960,,,0,0,pt,
2.53E+17,2.53E+17,yo- your a beauty,Sun Sep 30 21:46:32 +0000 2012,f,0,web,583205168,583205168,,,0,0,en,1
2.53E+17,2.53E+17,#Baby #brother #sleepingbeauty  #Cute http://t.co/V9fou2Zr,Sun Sep 30 23:14:14 +0000 2012,f,1,"<a href=""http://instagr.am"" rel=""nofollow"">Instagram</a>",144594145,144594145,,"Baby,brother,sleepingbeauty,Cute",4,0,en,0
2.53E+17,2.53E+17,"RT @totalmads: I'm not saying she's a hoe, I'm just saying she's been under more sheets than the KKK #LOL",Sun Sep 30 23:52:56 +0000 2012,f,1,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",30316810,30316810,totalmads,LOL,1,1,en,1
2.53E+17,2.53E+17,Red Bull Crashed Ice Quebec http://t.co/RUD9bJXt #redbull,Mon Oct 01 09:10:54 +0000 2012,f,1,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",171366568,171366568,,redbull,1,0,en,0
2.53E+17,2.53E+17,I just voted for Nate Jones to be on #Coast2Coast Mixtape 221 Hosted by @ScHoolBoyQ http://t.co/jC2xESa9,Mon Oct 01 15:30:55 +0000 2012,f,0,"<a href=""http://www.coast2coastmixtapes.com"" rel=""nofollow"">Coast 2 Coast Mixtapes</a>",384896407,384896407,ScHoolBoyQ,Coast2Coast,1,1,en,0
2.53E+17,2.53E+17,Cute!!!  http://t.co/t5uNYgCa,Mon Oct 01 16:59:19 +0000 2012,f,0,"<a href=""http://instagr.am"" rel=""nofollow"">Instagram</a>",44034078,44034078,,,0,0,pms,
2.53E+17,2.53E+17,Then his own sweetheart will drop him into the acid!,Mon Oct 01 17:13:12 +0000 2012,f,0,web,483227783,483227783,,,0,0,en,0
2.53E+17,2.53E+17,Ahhh love you @EmilyPearce204!,Mon Oct 01 22:05:20 +0000 2012,f,0,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerryÎÂ</a>",54346499,54346499,EmilyPearce204,,0,1,en,1
2.53E+17,2.53E+17,I hate studying):,Tue Oct 02 02:23:39 +0000 2012,f,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",735968196,735968196,,,0,0,en,-1
2.53E+17,2.53E+17,I'm pretty fed up with this sexysniper girl. Investigation time,Tue Oct 02 03:50:20 +0000 2012,f,0,web,481814206,481814206,,,0,0,en,-1
2.53E+17,2.53E+17,Eyes tell me everything.,Tue Oct 02 08:55:27 +0000 2012,f,0,web,529352450,529352450,,,0,0,en,0
2.53E+17,2.53E+17,@brodders_can14 I may have actually opened the first one when I got it.. Whoops! why does it do it? _™… #annoying,Tue Oct 02 11:02:44 +0000 2012,f,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",384782598,384782598,brodders_can14,annoying,1,1,en,0
2.53E+17,2.53E+17,Benvenuto su twitter al mio innamorato @gufopolo,Tue Oct 02 11:40:56 +0000 2012,f,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",810702,810702,GufoPolo,,0,1,it,
2.53E+17,2.53E+17,The 10 hippest neighborhoods in America - Yahoo! Homes http://t.co/HER3iDqM via @YahooHomes,Tue Oct 02 13:36:38 +0000 2012,f,0,"<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>",18793126,18793126,YahooHomes,,0,1,en,0
2.53E+17,2.53E+17,"´_ä_—ñçç, Í_ï¾Çç—ñ_Ç ñä‚Í«‚ Í…ñ… ïéåïÄ— ï_«ñ¾ñ_© ç—Í…_Í__ï _´_ä http://t.co/eIQneyad",Tue Oct 02 16:34:45 +0000 2012,f,0,"<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>",206512354,206512354,,,0,0,ko,
2.53E+17,2.53E+17,"Prostrated themselves in their Eastern fashion, and we saluted its.",Tue Oct 02 16:36:28 +0000 2012,f,0,web,546335842,546335842,,,0,0,en,0
2.53E+17,2.53E+17,http://t.co/I4879HsF,Tue Oct 02 17:23:24 +0000 2012,f,0,"<a href=""http://www.ajaymatharu.com/"" rel=""nofollow"">Tweet Old Post</a>",262770829,262770829,,,0,0,pms,
2.53E+17,2.53E+17,Stopp texting me,Tue Oct 02 17:45:57 +0000 2012,f,0,"<a href=""http://twitter.com/devices"" rel=""nofollow"">txt</a>",109632840,109632840,,,0,0,is,
2.53E+17,2.53E+17,Best diet pill to lose 30 pounds in under 1 month! http://t.co/lG0xN48x,Tue Oct 02 22:45:40 +0000 2012,f,0,web,82636033,82636033,,,0,0,en,0
2.53E+17,2.53E+17,@CjRizky _ hyy rizky,Wed Oct 03 08:31:44 +0000 2012,f,0,web,859358899,859358899,CjRizky,,0,1,sk,
2.53E+17,2.53E+17,"Unnecessarily loud voice, the way young boys do.",Wed Oct 03 09:39:08 +0000 2012,f,0,web,522781091,522781091,,,0,0,en,-1
2.53E+17,2.53E+17,Im up Way to early today,Wed Oct 03 10:00:55 +0000 2012,f,0,"<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>",396145331,396145331,,,0,0,en,-1
2.53E+17,2.53E+17,@thanyalak21 šÙ«šÙ‚šÙ”š_ÛšÙ_šÙéšÙ‚šÙš__šÙ_šÙ¢,Wed Oct 03 12:33:55 +0000 2012,f,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",415993139,415993139,thanyalak21,,0,1,th,
2.53E+17,2.53E+17,"Crystal, and in the other the golden rod of royalty.",Wed Oct 03 13:26:11 +0000 2012,f,0,web,542905421,542905421,,,0,0,en,0
2.54E+17,2.54E+17,Dringend gezocht: lector besturingssystemen en programmeren (java en .NET) aan de Erasmushogeschool Brussel. Contacteer me als je interesseŠ—_,Wed Oct 03 18:23:38 +0000 2012,f,0,"<a href=""http://www.linkedin.com/"" rel=""nofollow"">LinkedIn</a>",35235616,35235616,,,0,0,nl,
2.54E+17,2.54E+17,Should remain closed.,Wed Oct 03 18:35:13 +0000 2012,f,0,web,559298028,559298028,,,0,0,en,0
