id,id_str,text,created_at,retweeted,retweet_count,source,user_id,user_id_str,user_mentions,hashtags,hashtags_count,user_mentions_count,language,sentiment
2.70E+17,2.70E+17,@RezkyImmanuel @AgustinusTigorP mana ada glory glory ky wkwkwwk kalah gitu sama peringkat 15,Sat Nov 17 19:36:25 +0000 2012,f,0,"<a href=""http://ubersocial.com"" rel=""nofollow"">UberSocial for BlackBerry</a>",227663468,227663468,"RezkyImmanuel,AgustinusTigorP",,0,2,id,
2.70E+17,2.70E+17,RT @BLOCKRICL: HUGE meeting of Illinois landowners AGAINST @CleanLineEnergy. #blockricl http://t.co/4hVOcCZE,Sat Nov 17 19:36:32 +0000 2012,f,3,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",500144969,500144969,"BLOCKRICL,CleanLineEnergy",blockricl,1,2,en,-1
2.70E+17,2.70E+17," If any of you lacks wisdom, let him ask of God, who gives to all liberally and without reproach, and it will b… http://t.co/Leyqi2JS",Sat Nov 17 19:36:53 +0000 2012,f,0,"<a href=""http://youversion.com"" rel=""nofollow"">YouVersion</a>",278614032,278614032,,,0,0,en,0
2.70E+17,2.70E+17,So what you are eating? http://t.co/sMQyA6dG,Sat Nov 17 19:49:51 +0000 2012,f,0,"<a href=""http://instagr.am"" rel=""nofollow"">Instagram</a>",299545014,299545014,,,0,0,en,0
2.70E+17,2.70E+17,What are some good #pokemon cards out right now.  Also strategies,Sat Nov 17 19:55:47 +0000 2012,f,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",94027098,94027098,,pokemon,1,0,en,0
2.70E+17,2.70E+17,"Murray Dance Stars, Tonight, Curris Center Ballroom.  Dinner at 6:00 event at 7:00.  You don't want to miss this event!",Sat Nov 17 19:56:15 +0000 2012,f,1,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",623135744,623135744,,,0,0,en,1
2.70E+17,2.70E+17,หมดเวลาหนุกแล้วสิ  @ my room (409) http://t.co/1ojgGDmT,Sat Nov 17 19:57:04 +0000 2012,f,0,"<a href=""http://instagr.am"" rel=""nofollow"">Instagram</a>",280538185,280538185,,,0,0,th,
2.70E+17,2.70E+17,me and my niece gotta love her :) http://t.co/Af30rpTR,Sat Nov 17 20:01:56 +0000 2012,f,0,"<a href=""http://instagr.am"" rel=""nofollow"">Instagram</a>",289161108,289161108,,,0,0,en,1
2.70E+17,2.70E+17,RT @Docta_Cee: Xbox and guitar all day,Sat Nov 17 20:12:07 +0000 2012,f,2,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",190424599,190424599,Docta_Cee,,0,1,en,1
2.70E+17,2.70E+17,"RT @MindbIowingFact: When you're happy, you enjoy the music. But when you are sad, you understand the lyrics!",Sat Nov 17 20:15:15 +0000 2012,f,1380,"<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>",35741107,35741107,MindbIowingFact,,0,1,en,1
2.70E+17,2.70E+17,Don't like the smell of smoke in my car,Sat Nov 17 20:18:57 +0000 2012,f,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",226716423,226716423,,,0,0,en,-1
2.70E+17,2.70E+17,"RT @Heeekmah: أساسيات السعادة في هذه الحياة ثلاثة: شيء نفعله، وشيء نحبه،  وشيء نأمل في حدوثه .

 أديسون",Sat Nov 17 20:20:38 +0000 2012,f,112,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",257354781,257354781,Heeekmah,,0,1,ar,
2.70E+17,2.70E+17,Na een rondleiding door Enschede staat @visserbart nu een inspirerend verhaal te houden. http://t.co/vLyqQQq8,Sat Nov 17 20:26:37 +0000 2012,f,1,"<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>",27717622,27717622,visserbart,,0,1,nl,
2.70E+17,2.70E+17,@Mthembumnisi wow,Sat Nov 17 20:36:05 +0000 2012,f,0,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",608882074,608882074,Mthembumnisi,,0,1,sw,
2.70E+17,2.70E+17,"RT @Alee_Czech: @DiaKo_2JzLoveMe , @MoeeAbdul , @THATNIGGAEVERT and Mike Whalen. You guys rock! Congrats guys, celebrate tonight",Sat Nov 17 20:44:38 +0000 2012,f,4,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",180170048,180170048,"Alee_Czech,DiaKo_2JzLoveMe,MoeeAbdul,THATNIGGAEVERT",,0,4,en,1
2.70E+17,2.70E+17,Kanye west.,Sat Nov 17 20:45:20 +0000 2012,f,0,"<a href=""http://twitter.com/devices"" rel=""nofollow"">txt</a>",559095234,559095234,,,0,0,fy,
2.70E+17,2.70E+17,Sitting behind the @Bucks bench in minnesota next friday night!,Sat Nov 17 20:52:39 +0000 2012,f,0,"<a href=""http://twitter.com/devices"" rel=""nofollow"">txt</a>",336282741,336282741,Bucks,,0,1,en,1
2.70E+17,2.70E+17,RT @americanshadow: Obama denies the Keystone Pipeline because he's a RACIST and most of the jobs would go to poor white people. #TCOT #p2,Sat Nov 17 20:52:52 +0000 2012,f,6,web,30639615,30639615,americanshadow,"TCOT,p2",2,1,en,-1
2.70E+17,2.70E+17,Kids. Whatever you do.. Say no to drugs..,Sat Nov 17 20:53:23 +0000 2012,f,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",289917001,289917001,,,0,0,en,0
2.70E+17,2.70E+17,Can tell I am annoying everyone today including myself,Sat Nov 17 21:03:06 +0000 2012,f,1,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",546248350,546248350,,,0,0,en,-1
2.70E+17,2.70E+17,@DannyHearn  http://t.co/pSxFhFoD,Sat Nov 17 21:04:01 +0000 2012,f,0,"<a href=""http://www.apple.com"" rel=""nofollow"">Safari on iOS</a>",25909412,25909412,DannyHearn,,0,1,cy,
2.70E+17,2.70E+17,Last game as a penn state student! #beaverstadium #bestfriends #love #football http://t.co/3CTlt8Wq,Sat Nov 17 21:11:36 +0000 2012,f,0,"<a href=""http://instagr.am"" rel=""nofollow"">Instagram</a>",195587933,195587933,,"beaverstadium,bestfriends,love,football",4,0,en,1
2.70E+17,2.70E+17,even though i didnt even know you❤ RIP DANNY❤11/17/12 http://t.co/2Ii53Ih5,Sat Nov 17 21:15:26 +0000 2012,f,0,"<a href=""http://instagr.am"" rel=""nofollow"">Instagram</a>",409622836,409622836,,,0,0,en,-1
2.70E+17,2.70E+17,So random. So confused.,Sat Nov 17 21:30:03 +0000 2012,f,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",386145588,386145588,,,0,0,en,-1
2.70E+17,2.70E+17,"@navanella soup is my favorite food to eat to much of. Because, in an hour or so, you just pee most of it out!",Sat Nov 17 21:30:31 +0000 2012,f,0,"<a href=""http://tweetli.st/"" rel=""nofollow"">TweetList Pro</a>",14198272,14198272,navanella,,0,1,en,1
2.70E+17,2.70E+17,"Eating, brekky (@ Cereal Killa) http://t.co/wdFw1jCu",Sat Nov 17 21:31:11 +0000 2012,f,0,"<a href=""http://foursquare.com"" rel=""nofollow"">foursquare</a>",402594638,402594638,,,0,0,eo,
2.70E+17,2.70E+17,"Lmfao, i made my sister read that book, and she decided to read it out loud...My mom was in the other room @Maroney_Memes",Sat Nov 17 21:42:41 +0000 2012,f,0,"<a href=""http://twitter.com/devices"" rel=""nofollow"">txt</a>",630549215,630549215,Maroney_Memes,,0,1,en,1
2.70E+17,2.70E+17,Trying to vote for Helen to do the next trial with @daysamps27 and we can't get through because that many people are voting for her 😂,Sat Nov 17 21:54:18 +0000 2012,f,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",245064696,245064696,daysamps27,,0,1,en,0
2.70E+17,2.70E+17,@LittlecBeadles  flamingos :o,Sat Nov 17 21:55:10 +0000 2012,f,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",24977257,24977257,LittlecBeadles,,0,1,en,0
2.70E+17,2.70E+17,@AlexisDeterman what's the Score! The game isn't anywhere in the Las Vegas:(,Sat Nov 17 21:55:38 +0000 2012,f,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",554734789,554734789,AlexisDeterman,,0,1,en,-1
2.70E+17,2.70E+17,#Frog2012 YOU ShALL BE REMEMBERED FORVER,Sat Nov 17 22:07:01 +0000 2012,f,0,web,861948175,861948175,,Frog2012,1,0,en,0
2.70E+17,2.70E+17,Hahahaha http://t.co/wBRq3COA,Sat Nov 17 22:10:51 +0000 2012,f,0,"<a href=""http://www.apple.com"" rel=""nofollow"">Photos on iOS</a>",381655157,381655157,,,0,0,tl,
2.70E+17,2.70E+17,RT @Urreison: Maraton de espartanos en #uamtanamo @psebas8 @pabloramus,Sat Nov 17 22:13:10 +0000 2012,f,2,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",386767396,386767396,"Urreison,psebas8,pabloramus",uamtanamo,1,3,oc,
2.70E+17,2.70E+17,Fuck you helen hahahahahahahahahaha,Sat Nov 17 22:19:53 +0000 2012,f,0,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",231274791,231274791,,,0,0,tl,
2.70E+17,2.70E+17,&lt;3 my job. :) http://t.co/JzkdNRgQ,Sat Nov 17 22:21:00 +0000 2012,f,0,"<a href=""http://instagr.am"" rel=""nofollow"">Instagram</a>",137796337,137796337,,,0,0,eo,
2.70E+17,2.70E+17,#MYWORLD came out 3 years today :') #wherehasthetimegone ! still a proud belieber… @justinbieber :),Sat Nov 17 22:21:54 +0000 2012,f,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",522543667,522543667,justinbieber,"MYWORLD,wherehasthetimegone",2,1,en,1
2.70E+17,2.70E+17,@TexasHop1 425pm EST Sunday channel 713,Sat Nov 17 22:24:57 +0000 2012,f,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",35043316,35043316,TexasHop1,,0,1,en,0
2.70E+17,2.70E+17,I wish Sunderland had a cluny,Sat Nov 17 22:27:13 +0000 2012,f,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",195691933,195691933,,,0,0,en,0
2.70E+17,2.70E+17,@SkeeeelerSue likes to occasionally do crack. http://t.co/XBa2ZUB6,Sat Nov 17 22:28:11 +0000 2012,f,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",594289535,594289535,SkeeeelerSue,,0,1,en,-1
2.70E+17,2.70E+17,'you've got the love',Sat Nov 17 22:30:46 +0000 2012,f,0,web,491531390,491531390,,,0,0,en,0
2.70E+17,2.70E+17,"RT @RelatableQuote: We were best friends in middle school. I know, right? It's so embarrassing. I don't even... Whatever.",Sat Nov 17 22:31:18 +0000 2012,f,634,web,35835065,35835065,RelatableQuote,,0,1,en,-1
2.70E+17,2.70E+17,Cant wait for Breaking Dawn part 2 #SOHAPPY!!!,Sat Nov 17 22:43:56 +0000 2012,f,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",636739362,636739362,,SOHAPPY,1,0,en,1
2.70E+17,2.70E+17,@igirginoglu check in lerin hepsi yemek kardesim dikkat edin kilo almayin :D,Sat Nov 17 22:48:42 +0000 2012,f,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",179058605,179058605,igirginoglu,,0,1,tr,
2.70E+17,2.70E+17,RT @_itsn4th: The Coca Cola advert makes me so happy,Sat Nov 17 22:54:22 +0000 2012,f,33,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",734716022,734716022,_itsn4th,,0,1,en,1
2.70E+17,2.70E+17,"Anger is never without Reason, but seldom with a good one. -BENJAMIN FRANKLIN",Sat Nov 17 23:04:48 +0000 2012,f,0,web,582550222,582550222,,,0,0,en,0
2.70E+17,2.70E+17,"@_austinhylander haha come on, the whole battle scene was pretty sweet",Sat Nov 17 23:08:09 +0000 2012,f,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",229645803,229645803,_austinhylander,,0,1,en,1
2.70E+17,2.70E+17,Geslaagde avond gehad met de boys!!,Sat Nov 17 23:10:35 +0000 2012,f,2,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",342333407,342333407,,,0,0,af,
2.70E+17,2.70E+17,"RT @TheFunnyRacist: Goldberg and 5 of other Jews go to the deli for lunch. Their tips, combined, add up to $1. When does Jamal rob the d ...",Sat Nov 17 23:14:17 +0000 2012,f,145,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",480145393,480145393,TheFunnyRacist,,0,1,en,0
2.70E+17,2.70E+17,Playing dodgeball w/ a bunch of ten year olds #ineedalife,Sat Nov 17 23:21:13 +0000 2012,f,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",872351660,872351660,,ineedalife,1,0,en,-1
2.70E+17,2.70E+17,RT @DeboConfesarQue: Difícil: Sí. Imposible: No.,Sat Nov 17 23:28:21 +0000 2012,f,3600,web,824626542,824626542,DeboConfesarQue,,0,1,es,
2.70E+17,2.70E+17,@billkatt got to give it to this Phillips kid. So much adversity and he persevered. Hats off.,Sat Nov 17 23:43:39 +0000 2012,f,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",346143568,346143568,billkatt,,0,1,en,1
2.70E+17,2.70E+17,Liberty hookah tonight come on out,Sat Nov 17 23:47:33 +0000 2012,f,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",316497629,316497629,,,0,0,en,0
2.70E+17,2.70E+17,Does a profit making church dodging taxes with clergy labeled with names such as 'Executive Minister' sound like a business to you? #JPC,Sat Nov 17 23:48:30 +0000 2012,f,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",634875763,634875763,,JPC,1,0,en,-1
2.70E+17,2.70E+17,Fuuuuuuuck all this traffic,Sat Nov 17 23:54:33 +0000 2012,f,0,"<a href=""http://levelupstudio.com/plume"" rel=""nofollow"">Plume for Android</a>",302347072,302347072,,,0,0,en,-1
2.70E+17,2.70E+17,#MaxInternational Convention with Founder Steven Scott in Puerto Rico,Sat Nov 17 23:56:54 +0000 2012,f,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",588842408,588842408,,MaxInternational,1,0,en,0
2.70E+17,2.70E+17,@coscuelprincipe Exacto!!! Si el Pendejo q lo escucha se pone así... Imagínate el PENDEJO q lo canta y/o escribe... SE LO CREE!!!,Sat Nov 17 23:57:16 +0000 2012,f,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",46933148,46933148,coscuelprincipe,,0,1,es,
2.70E+17,2.70E+17,@Will_Hunt32 sorry mate was mums bday couldnt get a lift would it be okay if i can bring it in wensday or saterday?,Sun Nov 18 00:01:32 +0000 2012,f,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",432568073,432568073,Will_Hunt32,,0,1,en,0
2.70E+17,2.70E+17,Coooooolaid! Hahaha,Sun Nov 18 00:02:04 +0000 2012,f,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",527197389,527197389,,,0,0,tl,
2.70E+17,2.70E+17,RT @HangOn_Sloopy: O-H-11-0,Sun Nov 18 00:04:33 +0000 2012,f,2150,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",341257537,341257537,HangOn_Sloopy,,0,1,tl,
2.70E+17,2.70E+17,"Only fukks wid them #OG swisherrs 
#sorrynotsorry",Sun Nov 18 00:06:16 +0000 2012,f,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",536732776,536732776,,"OG,sorrynotsorry",2,0,en,-1
2.70E+17,2.70E+17,Follback ya min~ @81Inclone kirain namanya Kwacers~ #keepsolid ;D,Sun Nov 18 00:07:55 +0000 2012,f,0,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",920284874,920284874,81Inclone,keepsolid,1,1,en,1
2.70E+17,2.70E+17,@CalsUrPal 😏,Sun Nov 18 00:13:52 +0000 2012,f,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",203355303,203355303,CalsUrPal,,0,1,ca,
2.70E+17,2.70E+17,&lt;/3 cukup tau RT @sarasntya: Apa agistian (¯.̮.̮¯) RT @agisfathurizky: &lt;/3 RT @sarasntya: @cindyzalisya belum lulus kuliah ah ntr aja,Sun Nov 18 00:15:37 +0000 2012,f,0,"<a href=""http://ubersocial.com"" rel=""nofollow"">UberSocial for BlackBerry</a>",131662443,131662443,"sarasntya,agisfathurizky,sarasntya,cindyzalisya",,0,4,ms,
2.70E+17,2.70E+17,First person to say Happy birthday to my dad... Mwahahaha #inyourfaceevilstepmother,Sun Nov 18 00:22:32 +0000 2012,f,0,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",219249001,219249001,,inyourfaceevilstepmother,1,0,en,0
2.70E+17,2.70E+17,RT @andreae72: @UnionJworld  Please watch and sign the petition “@TheOKFoundation: http://t.co/Wb5YIFe0  No words needed apart from plea ...,Sun Nov 18 00:23:11 +0000 2012,f,3,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",621298998,621298998,"andreae72,UnionJworld,TheOKFoundation",,0,3,en,0
2.70E+17,2.70E+17,Happy birthday @jasonfsabo in VEGAS!!! W @PandoraVT and @scheanamarie http://t.co/ZK4DSGoA,Sun Nov 18 00:29:46 +0000 2012,f,0,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",126735220,126735220,"jasonfsabo,PandoraVT,scheanamarie",,0,3,en,1
2.70E+17,2.70E+17,"RT @nthmost: If you missed it, here's a recording of Thursday's #5MoF at @noisebridge - http://t.co/QAcPTi4k - wonderfully MC'd by @mala",Sun Nov 18 00:50:47 +0000 2012,f,1,web,20291117,20291117,"nthmost,noisebridge,mala",5MoF,1,3,en,1
2.70E+17,2.70E+17,"RT @j0estaples: Woe, Is Me's new album is kinda growing on me, although it is nowhere near as good as Number[s]... It shits all over Gen ...",Sun Nov 18 00:52:43 +0000 2012,f,1,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",346203461,346203461,j0estaples,,0,1,en,0
2.70E+17,2.70E+17,Don't talk to me ! Don't tell me how to control my self don't tell me how walk ! U can't control me or own me so stfu !,Sun Nov 18 00:56:04 +0000 2012,f,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",597817913,597817913,,,0,0,en,-1
2.70E+17,2.70E+17,GUESS WHOS BACK,Sun Nov 18 00:56:23 +0000 2012,f,0,web,524265739,524265739,,,0,0,en,0
2.70E+17,2.70E+17,One fake friend is worse than 10 enemies,Sun Nov 18 00:58:35 +0000 2012,f,1,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",946077499,946077499,,,0,0,en,-1
2.70E+17,2.70E+17,@KennyTomlinson morninggg pigggg,Sun Nov 18 01:00:33 +0000 2012,f,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",346363730,346363730,KennyTomlinson,,0,1,nn,
2.70E+17,2.70E+17,@BunayyaShulhan7 harks 12 anak,Sun Nov 18 01:06:22 +0000 2012,f,0,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",879986994,879986994,BunayyaShulhan7,,0,1,tl,
2.70E+17,2.70E+17,@SebaRiolfo ni un drama jajaja,Sun Nov 18 01:11:52 +0000 2012,f,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",303358699,303358699,SebaRiolfo,,0,1,bs,
2.70E+17,2.70E+17,"@skehehdanfdldi Good morning oppa :D I woke up early to continue studying, I'm  not ready for the exam yet! pray for me! fighting = )) ♥",Sun Nov 18 01:13:36 +0000 2012,f,0,web,588324986,588324986,skehehdanfdldi,,0,1,en,0
2.70E+17,2.70E+17,@jklamm31 aww Dangit:(( well ill let you know how it goes!!,Sun Nov 18 01:13:39 +0000 2012,f,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",425417379,425417379,jklamm31,,0,1,en,0
2.70E+17,2.70E+17,"Twilight was awesome. Wasn't expecting what happened, was well good!",Sun Nov 18 01:29:17 +0000 2012,f,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",392352612,392352612,,,0,0,en,1
2.70E+17,2.70E+17,All I want for my birthday is a big booty hoe,Sun Nov 18 01:35:34 +0000 2012,f,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",527885754,527885754,,,0,0,en,1
2.70E+17,2.70E+17,RT @RemsenAve_Boi: R.I.P TO ALL U FAKE NIGGAS N BITCHES!!!!!!,Sun Nov 18 01:38:44 +0000 2012,f,2,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",236547475,236547475,RemsenAve_Boi,,0,1,en,-1
2.70E+17,2.70E+17,"RT @Zodiac_Aquarius: When you make #Aquarius happy, they will go out of their way to make sure you're happier.",Sun Nov 18 01:40:17 +0000 2012,f,451,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",361258413,361258413,Zodiac_Aquarius,Aquarius,1,1,en,1
2.70E+17,2.70E+17,Coldspring ROTC cadet wins drill meet award: After executing a nearly flawless individual performance of rapid f... http://t.co/JjduR7PP,Sun Nov 18 01:40:24 +0000 2012,f,0,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",75374052,75374052,,,0,0,en,1
2.70E+17,2.70E+17,@IsamarieNight @loverofkjs I loved it. I'm sad. I'm going to drink.,Sun Nov 18 01:45:33 +0000 2012,f,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",720218443,720218443,"IsamarieNight,loverofkjs",,0,2,en,-1
2.70E+17,2.70E+17,@rileyy_daly tell her i said thank you! 💜,Sun Nov 18 01:45:38 +0000 2012,f,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",417156320,417156320,rileyy_daly,,0,1,en,1
2.70E+17,2.70E+17,RT @xoxo_Keee: Sometimes I think about what it would be like if me &amp; oomf were together. But I wouldn't wanna fuck up our friendship..,Sun Nov 18 01:47:12 +0000 2012,f,3,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",317566917,317566917,xoxo_Keee,,0,1,en,0
2.70E+17,2.70E+17,@Lindsay2516 hahaha very true though.,Sun Nov 18 01:52:18 +0000 2012,f,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",251658651,251658651,Lindsay2516,,0,1,en,1
2.70E+17,2.70E+17,@ D bion Spor Bar Casi Casi En Cabina,Sun Nov 18 01:58:02 +0000 2012,f,0,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",379782507,379782507,,,0,0,es,
2.70E+17,2.70E+17,Sorry gua gak suka kalau lihat cewe main gk tau kenapa sorry banget !..,Sun Nov 18 02:02:48 +0000 2012,f,0,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",263506630,263506630,,,0,0,ms,
2.70E+17,2.70E+17,Incase you didn't realize you've been out of high school for two years enough with the drama. #idiot #growup #dirtybitch,Sun Nov 18 02:05:49 +0000 2012,f,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",538233901,538233901,,"idiot,growup,dirtybitch",3,0,en,-1
2.70E+17,2.70E+17,Gr88 night Jode #crying,Sun Nov 18 02:10:40 +0000 2012,f,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",582659737,582659737,,crying,1,0,en,-1
2.70E+17,2.70E+17,Classic Dan http://t.co/Pwhbo74Z,Sun Nov 18 02:20:47 +0000 2012,f,1,"<a href=""http://instagr.am"" rel=""nofollow"">Instagram</a>",447419602,447419602,,,0,0,pms,
2.70E+17,2.70E+17,Grindcore/ Crust Punk (playlist): http://t.co/1zDVFP34 via @youtube,Sun Nov 18 02:28:15 +0000 2012,f,0,"<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>",16644609,16644609,YouTube,,0,1,en,0
